HT,AT,TYPE,HTPTS,HTTWOFG,HTTWOFGTOTAL,HTTHREEFG,HTTHREEFGTOTAL,HTFT,HTFTTOTAL,HTREBO,HTREBD,HTREBT,HTAS,HTST,HTTO,HTBLFV,HTBLAG,HTFOULSCM,HTFOULSRV,HTPIR,ATPTS,ATTWOFG,ATTWOFGTOTAL,ATTHREEFG,ATTHREEFGTOTAL,ATFT,ATFTTOTAL,ATREBO,ATREBD,ATREBT,ATAS,ATST,ATTO,ATBLFV,ATBLAG,ATFOULSCM,ATFOULSRV,ATPIR,HTFQ,HTSQ,HTTQ,HTFQ2,HTFO,HTSO,ATFQ,ATSQ,ATTQ,ATFQ2,ATFO,ATSO,HTFQCUM,HTSCCUM,HTTQCUM,HTFQCUM2,HTFOUM,HTSOCUM,ATFQCUM,ATSCCUM,ATTQCUM,ATFQCUM2,ATFOCUM,ATSOCUM
EA7 Emporio Armani Milan, Crvena Zvezda mts Belgrade,FT,71,22,39,3,21,18,21,13,23,36,10,9,17,4,4,26,23,68,78,15,31,10,26,18,21,10,22,32,12,12,14,4,4,23,26,88,10,21,19,21,,,43,17,18,-78,,,10,31,50,71,,,43,60,78,,,
Panathinaikos Superfoods Athens, Real Madrid,FT,88,23,41,9,24,15,20,11,19,30,12,11,8,2,4,17,18,94,82,23,39,9,27,9,10,16,24,40,18,4,16,4,2,18,17,94,21,22,15,30,,,41,17,24,-82,,,21,43,58,88,,,41,58,82,,,
Darussafaka Dogus Istanbul, FC Barcelona Lassa,FT,67,19,34,6,24,11,19,12,30,42,13,5,15,2,2,17,22,76,56,13,34,7,25,9,15,10,26,36,13,10,12,2,2,22,17,53,11,32,10,14,,,22,20,14,-56,,,11,43,53,67,,,22,42,56,,,
Baskonia Vitoria Gasteiz, CSKA Moscow,FT,79,30,50,4,18,7,11,10,24,34,22,7,11,5,3,20,19,94,78,18,35,10,24,12,16,7,23,30,18,7,13,3,5,19,20,84,18,16,27,18,,,33,21,24,-78,,,18,34,61,79,,,33,54,78,,,
Olympiacos Piraeus, Galatasaray Odeabank Istanbul,FT,71,27,54,2,20,11,16,23,23,46,14,6,12,2,4,18,19,74,80,21,46,10,16,8,14,10,24,34,19,9,12,4,2,19,18,94,27,21,11,12,,,35,22,23,-80,,,27,48,59,71,,,35,57,80,,,
Unics Kazan, Zalgiris Kaunas,FT,80,17,34,9,23,19,22,9,22,31,18,3,7,3,1,25,23,91,82,20,39,8,16,18,26,10,23,33,19,5,9,1,3,23,25,95,23,20,17,20,,,42,22,18,-82,,,23,43,60,80,,,42,64,82,,,
Brose Bamberg, Baskonia Vitoria Gasteiz,FT,71,13,34,10,27,15,21,11,20,31,18,13,15,1,3,23,20,69,96,24,38,12,27,12,16,10,29,39,18,11,15,3,1,20,23,121,11,26,16,18,,,53,21,22,-96,,,11,37,53,71,,,53,74,96,,,
Fenerbahce Istanbul, Maccabi FOX Tel Aviv,FT,79,17,34,13,28,6,10,10,23,33,20,5,12,2,3,18,16,86,81,25,44,8,16,7,17,11,23,34,21,7,12,3,2,16,18,97,25,16,18,20,,,38,18,25,-81,,,25,41,59,79,,,38,56,81,,,
Panathinaikos Superfoods Athens, EA7 Emporio Armani Milan,FT,74,14,30,12,32,10,14,11,18,29,14,14,14,3,1,22,19,76,61,16,39,5,15,14,17,15,24,39,14,5,23,1,3,19,22,61,21,17,19,17,,,25,15,21,-61,,,21,38,57,74,,,25,40,61,,,
Zalgiris Kaunas, Anadolu Efes Istanbul,FT,68,19,41,7,20,9,16,13,18,31,19,6,12,0,2,21,17,64,76,20,35,7,20,15,18,11,26,37,13,6,14,2,0,17,21,93,22,22,15,9,,,41,19,16,-76,,,22,44,59,68,,,41,60,76,,,
Crvena Zvezda mts Belgrade, Olympiacos Piraeus,OT,64,18,42,7,20,7,12,13,29,42,7,4,15,0,0,25,20,55,66,14,27,8,31,14,20,8,27,35,14,8,13,0,0,20,25,73,9,8,26,15,6,,17,13,12,16,8,,9,17,43,58,64,,17,30,42,58,66,
CSKA Moscow, Darussafaka Dogus Istanbul,FT,95,25,39,10,21,15,17,6,30,36,28,6,11,10,5,20,22,134,85,19,47,12,22,11,18,13,19,32,12,8,9,5,10,22,20,76,24,23,21,27,,,35,27,23,-85,,,24,47,68,95,,,35,62,85,,,
Galatasaray Odeabank Istanbul, Unics Kazan,FT,75,16,38,10,22,13,19,10,28,38,20,9,13,8,2,18,17,94,67,18,50,6,21,13,16,19,23,42,9,6,11,2,8,17,18,58,21,24,12,18,,,29,12,26,-67,,,21,45,57,75,,,29,41,67,,,
Real Madrid, FC Barcelona Lassa,FT,85,21,30,11,34,10,15,11,23,34,20,9,11,1,1,23,19,96,69,9,25,14,25,9,16,7,23,30,15,3,18,1,1,19,22,68,22,19,23,21,,,27,24,18,-69,,,22,41,64,85,,,27,51,69,,,
Anadolu Efes Istanbul, Fenerbahce Istanbul,FT,80,25,42,6,14,12,18,7,20,27,15,5,14,0,1,23,24,82,77,15,34,8,23,23,27,15,20,35,14,11,15,1,0,24,23,84,21,23,21,15,,,35,19,23,-77,,,21,44,65,80,,,35,54,77,,,
EA7 Emporio Armani Milan, Brose Bamberg,FT,76,17,42,8,26,18,25,14,25,39,17,6,13,2,2,20,26,81,84,19,36,10,21,16,23,5,31,36,22,8,16,2,2,26,20,93,14,22,16,24,,,50,14,20,-84,,,14,36,52,76,,,50,64,84,,,
Baskonia Vitoria Gasteiz, Panathinaikos Superfoods Athens,FT,63,20,42,4,24,11,17,12,21,33,20,11,13,0,2,18,20,66,72,17,27,8,25,14,19,10,30,40,16,6,19,2,0,20,18,83,6,15,16,26,,,37,17,18,-72,,,6,21,37,63,,,37,54,72,,,
Maccabi FOX Tel Aviv, Zalgiris Kaunas,FT,77,14,28,14,24,7,13,5,19,24,21,3,14,1,0,20,18,80,93,31,48,8,19,7,9,10,22,32,23,7,9,0,1,18,20,117,14,19,25,19,,,44,27,22,-93,,,14,33,58,77,,,44,71,93,,,
Darussafaka Dogus Istanbul, Galatasaray Odeabank Istanbul,FT,73,17,45,10,23,9,18,18,32,50,14,3,6,2,5,17,18,82,67,21,42,7,23,4,7,7,27,34,15,3,4,5,2,19,16,75,16,21,24,12,,,39,13,15,-67,,,16,37,61,73,,,39,52,67,,,
FC Barcelona Lassa, Crvena Zvezda mts Belgrade,FT,67,10,20,12,28,11,12,5,27,32,17,6,16,2,1,18,20,82,54,17,29,5,29,5,8,8,22,30,10,12,14,1,2,20,18,50,17,15,20,15,,,29,14,11,-54,,,17,32,52,67,,,29,43,54,,,
Olympiacos Piraeus, Real Madrid,FT,73,18,42,7,26,16,21,21,17,38,13,9,11,1,4,20,24,75,79,24,40,6,16,13,14,7,25,32,15,8,13,4,1,24,20,93,20,17,17,19,,,37,21,21,-79,,,20,37,54,73,,,37,58,79,,,
Unics Kazan, CSKA Moscow,FT,74,19,43,7,22,15,17,10,22,32,22,8,14,3,5,26,20,73,85,17,36,9,21,24,31,14,28,42,26,8,17,5,3,20,24,112,18,15,24,17,,,44,30,11,-85,,,18,33,57,74,,,44,74,85,,,
Anadolu Efes Istanbul, Olympiacos Piraeus,FT,77,24,45,4,17,17,20,7,27,34,16,4,9,1,3,11,21,93,69,22,41,7,23,4,6,9,27,36,20,5,14,3,1,22,11,70,22,21,15,19,,,36,14,19,-69,,,22,43,58,77,,,36,50,69,,,
Brose Bamberg, Darussafaka Dogus Istanbul,OT,97,28,47,9,24,14,17,8,33,41,25,2,12,5,0,26,22,117,99,24,45,9,29,24,32,12,26,38,11,6,5,0,5,22,26,99,22,18,18,26,13,,14,15,26,29,15,,22,40,58,84,97,,14,29,55,84,99,
FC Barcelona Lassa, Maccabi FOX Tel Aviv,FT,76,16,35,10,28,14,18,11,26,37,20,6,9,2,2,17,22,94,71,17,39,8,24,13,15,11,26,37,16,5,10,2,2,23,17,73,23,17,18,18,,,32,22,17,-71,,,23,40,58,76,,,32,54,71,,,
Crvena Zvezda mts Belgrade, Unics Kazan,FT,83,17,38,11,19,16,21,9,18,27,19,14,13,3,2,25,20,92,65,16,37,5,12,18,23,13,21,34,13,7,22,2,3,20,25,68,10,30,17,26,,,31,18,16,-65,,,10,40,57,83,,,31,49,65,,,
Galatasaray Odeabank Istanbul, Baskonia Vitoria Gasteiz,FT,80,19,37,11,29,9,10,7,18,25,22,3,9,4,1,13,15,89,103,27,48,14,22,7,9,11,30,41,29,5,9,1,4,15,13,133,21,23,22,14,,,60,20,23,-103,,,21,44,66,80,,,60,80,103,,,
Panathinaikos Superfoods Athens, CSKA Moscow,OT,85,21,44,8,26,19,22,9,28,37,13,10,13,4,4,21,26,93,80,23,45,7,25,13,17,12,32,44,19,5,17,4,4,26,21,82,20,25,13,15,12,,17,23,15,18,7,,20,45,58,73,85,,17,40,55,73,80,
Real Madrid, Fenerbahce Istanbul,FT,61,14,31,8,23,9,10,11,29,40,10,6,18,2,3,21,19,63,56,14,36,7,23,7,15,11,21,32,12,9,10,3,2,19,20,55,20,9,19,13,,,32,11,13,-56,,,20,29,48,61,,,32,43,56,,,
Zalgiris Kaunas, EA7 Emporio Armani Milan,FT,84,21,32,10,26,12,18,7,21,28,28,4,10,1,1,25,23,99,88,20,37,8,21,24,30,10,20,30,20,7,7,1,1,23,25,104,27,14,22,21,,,39,24,25,-88,,,27,41,63,84,,,39,63,88,,,
Brose Bamberg, Galatasaray Odeabank Istanbul,FT,79,20,34,10,23,9,16,10,21,31,17,3,13,2,4,22,19,78,84,19,40,12,24,10,15,13,17,30,19,8,8,4,2,19,22,100,23,22,18,16,,,43,15,26,-84,,,23,45,63,79,,,43,58,84,,,
Fenerbahce Istanbul, FC Barcelona Lassa,OT,68,18,37,6,26,14,19,13,32,45,15,13,17,2,3,14,23,88,65,17,40,9,28,4,5,8,27,35,16,11,17,3,2,23,14,59,11,19,14,14,10,,15,16,15,12,7,,11,30,44,58,68,,15,31,46,58,65,
Baskonia Vitoria Gasteiz, Zalgiris Kaunas,FT,79,12,24,12,34,19,28,10,24,34,21,3,13,4,2,26,25,82,84,14,33,13,27,17,22,10,27,37,21,4,14,2,4,25,25,92,16,24,16,23,,,41,27,16,-84,,,16,40,56,79,,,41,68,84,,,
Maccabi FOX Tel Aviv, Panathinaikos Superfoods Athens,FT,61,11,35,11,21,6,12,5,26,31,16,3,16,3,5,15,13,51,81,23,34,10,33,5,8,7,32,39,21,15,10,5,3,13,15,113,26,16,12,7,,,32,31,18,-81,,,26,42,54,61,,,32,63,81,,,
CSKA Moscow, Olympiacos Piraeus,FT,90,19,34,8,19,28,29,8,22,30,17,7,20,4,2,20,28,107,86,23,37,8,25,16,22,10,18,28,17,11,17,2,4,28,20,78,25,22,24,19,,,37,26,23,-86,,,25,47,71,90,,,37,63,86,,,
Darussafaka Dogus Istanbul, Crvena Zvezda mts Belgrade,FT,78,19,27,10,30,10,14,12,26,38,17,8,15,3,2,19,21,97,62,21,44,1,16,17,20,13,17,30,9,9,10,2,3,21,19,56,25,18,12,23,,,32,17,13,-62,,,25,43,55,78,,,32,49,62,,,
EA7 Emporio Armani Milan, Unics Kazan,FT,68,26,53,4,17,4,5,14,19,33,14,7,16,0,1,21,11,54,91,25,43,8,19,17,20,10,24,34,18,10,12,1,0,11,21,120,21,18,10,19,,,36,29,26,-91,,,21,39,49,68,,,36,65,91,,,
Real Madrid, Anadolu Efes Istanbul,FT,97,21,36,15,30,10,17,11,27,38,26,5,15,4,2,20,22,118,80,25,48,6,22,12,19,14,20,34,14,8,13,2,4,22,20,73,16,21,25,35,,,36,24,20,-80,,,16,37,62,97,,,36,60,80,,,
Real Madrid, Darussafaka Dogus Istanbul,FT,83,20,41,8,15,19,26,9,21,30,21,5,10,3,3,19,22,97,75,19,38,9,25,10,14,11,22,33,10,3,14,3,3,22,18,64,16,20,25,22,,,37,16,22,-75,,,16,36,61,83,,,37,53,75,,,
Panathinaikos Superfoods Athens, Fenerbahce Istanbul,FT,58,11,27,7,23,15,23,11,16,27,13,5,13,2,7,16,22,51,71,15,29,13,22,2,4,4,20,24,20,7,13,7,2,22,16,83,15,27,8,8,,,28,20,23,-71,,,15,42,50,58,,,28,48,71,,,
Olympiacos Piraeus, Anadolu Efes Istanbul,FT,87,22,50,10,23,13,15,18,29,47,16,8,10,4,5,21,20,103,72,19,44,6,17,16,22,9,22,31,12,6,11,5,4,20,21,70,18,24,25,20,,,31,19,22,-72,,,18,42,67,87,,,31,50,72,,,
CSKA Moscow, Baskonia Vitoria Gasteiz,FT,98,22,41,9,21,27,31,12,17,29,21,9,14,1,3,27,27,106,90,19,29,11,25,19,23,8,19,27,23,5,20,3,1,27,27,99,26,18,28,26,,,40,22,28,-90,,,26,44,72,98,,,40,62,90,,,
Real Madrid, Darussafaka Dogus Istanbul,FT,80,21,37,9,30,11,20,12,24,36,20,2,6,4,0,24,24,90,84,22,47,8,20,16,19,12,28,40,10,3,8,0,4,24,24,85,19,19,30,12,,,44,22,18,-84,,,19,38,68,80,,,44,66,84,,,
Panathinaikos Superfoods Athens, Fenerbahce Istanbul,FT,75,19,37,9,26,10,14,11,18,29,11,6,8,0,4,21,19,68,80,21,38,11,22,5,7,9,24,33,18,4,10,4,0,20,20,99,20,23,16,16,,,45,18,17,-80,,,20,43,59,75,,,45,63,80,,,
Olympiacos Piraeus, Anadolu Efes Istanbul,FT,71,13,29,11,30,12,18,10,27,37,15,4,14,3,3,19,23,76,73,23,38,6,24,9,14,10,26,36,21,8,9,3,3,23,19,87,22,22,10,17,,,37,14,22,-73,,,22,44,54,71,,,37,51,73,,,
CSKA Moscow, Baskonia Vitoria Gasteiz,FT,84,22,39,5,18,25,29,7,22,29,19,9,14,1,1,21,22,94,82,17,29,12,32,12,15,10,26,36,26,6,18,1,1,23,21,95,21,19,29,15,,,35,23,24,-82,,,21,40,69,84,,,35,58,82,,,
Darussafaka Dogus Istanbul, Real Madrid,FT,81,19,31,9,26,16,18,7,21,28,18,2,7,4,3,18,23,97,88,23,39,11,29,9,11,14,24,38,18,7,8,3,4,23,18,101,17,16,25,23,,,46,24,18,-88,,,17,33,58,81,,,46,70,88,,,
Fenerbahce Istanbul, Panathinaikos Superfoods Athens,FT,79,10,20,13,27,20,27,7,31,38,16,3,19,5,1,20,23,93,61,18,38,5,24,10,15,8,20,28,15,10,11,1,5,23,20,52,18,19,15,27,,,30,12,19,-61,,,18,37,52,79,,,30,42,61,,,
Anadolu Efes Istanbul, Olympiacos Piraeus,FT,64,25,50,2,18,8,16,13,22,35,12,10,5,3,4,20,18,64,60,12,32,9,23,9,13,12,31,43,16,3,18,4,3,19,19,67,14,19,18,13,,,27,10,23,-60,,,14,33,51,64,,,27,37,60,,,
Baskonia Vitoria Gasteiz, CSKA Moscow,FT,88,21,48,10,25,16,22,17,24,41,19,11,18,4,7,29,23,84,90,25,45,6,17,22,26,8,28,36,16,8,16,7,4,26,27,103,24,20,26,18,,,43,29,18,-90,,,24,44,70,88,,,43,72,90,,,
Darussafaka Dogus Istanbul, Real Madrid,FT,78,17,29,6,27,26,31,7,24,31,7,7,13,3,3,27,25,70,89,23,38,6,16,25,31,5,26,31,21,6,13,3,3,25,26,104,21,17,20,20,,,45,27,17,-89,,,21,38,58,78,,,45,72,89,,,
Anadolu Efes Istanbul, Olympiacos Piraeus,FT,62,20,42,3,19,13,21,15,28,43,13,4,14,5,4,20,23,66,74,15,31,12,26,8,13,4,26,30,14,6,10,4,5,23,20,75,21,17,16,8,,,35,20,19,-74,,,21,38,54,62,,,35,55,74,,,
Olympiacos Piraeus, Anadolu Efes Istanbul,FT,87,24,43,6,19,21,29,10,30,40,15,6,10,3,3,24,28,102,78,19,45,8,20,16,23,9,23,32,13,2,10,3,3,28,24,66,25,12,26,24,,,41,17,20,-78,,,25,37,63,87,,,41,58,78,,,
Fenerbahce Istanbul, Real Madrid,FT,84,22,37,7,19,19,21,9,25,34,24,8,16,3,1,22,23,108,75,13,31,11,26,16,19,9,19,28,14,7,16,1,3,23,22,69,21,23,19,21,,,34,16,25,-75,,,21,44,63,84,,,34,50,75,,,
CSKA Moscow, Olympiacos Piraeus,FT,78,16,38,6,16,28,34,10,25,35,7,6,10,3,3,24,26,80,82,11,35,14,33,18,23,19,24,43,15,2,13,3,3,26,24,79,18,22,24,14,,,33,27,22,-82,,,18,40,64,78,,,33,60,82,,,
Real Madrid, CSKA Moscow,FT,70,16,31,6,26,20,27,10,21,31,15,4,13,2,2,24,28,69,94,20,35,12,26,18,22,10,27,37,21,5,11,2,2,28,24,109,10,22,24,14,,,45,24,25,-94,,,10,32,56,70,,,45,69,94,,,
Fenerbahce Istanbul, Olympiacos Piraeus,FT,80,13,31,13,25,15,19,11,29,40,20,2,8,9,2,18,19,108,64,14,35,9,26,9,12,10,20,30,18,7,6,2,9,20,17,62,26,13,21,20,,,34,14,16,-64,,,26,39,60,80,,,34,48,64,,,
Anadolu Efes Istanbul, Real Madrid,FT,74,24,50,3,21,17,24,19,18,37,10,4,7,3,3,21,22,68,88,26,38,8,25,12,14,10,27,37,16,5,11,3,3,22,21,103,19,17,20,18,,,45,17,26,-88,,,19,36,56,74,,,45,62,88,,,
Brose Bamberg, Maccabi FOX Tel Aviv,FT,71,21,40,7,24,8,8,10,17,27,18,3,10,2,5,21,18,67,88,28,43,6,15,14,17,6,25,31,17,5,11,5,2,18,21,109,20,16,23,12,,,37,18,33,-88,,,20,36,59,71,,,37,55,88,,,
CSKA Moscow, AX Armani Exchange Olimpia Milan,FT,93,26,50,8,17,17,19,15,22,37,17,10,12,1,4,23,26,110,84,21,38,7,20,21,26,8,18,26,18,6,12,4,1,26,23,87,16,22,27,28,,,48,16,20,-84,,,16,38,65,93,,,48,64,84,,,
Olympiacos Piraeus, KIROLBET Baskonia Vitoria Gasteiz,FT,75,24,40,6,26,9,14,16,24,40,11,7,11,2,4,15,22,86,64,19,40,6,14,8,12,7,20,27,13,7,14,4,2,22,15,59,16,25,19,15,,,33,16,15,-64,,,16,41,60,75,,,33,49,64,,,
Unicaja Malaga, Fenerbahce Dogus Istanbul,FT,68,22,40,5,27,9,12,16,20,36,15,9,8,3,5,17,23,81,67,18,35,8,16,7,9,4,24,28,20,4,13,5,3,23,16,74,20,16,14,18,,,41,16,10,-67,,,20,36,50,68,,,41,57,67,,,
FC Barcelona Lassa, Panathinaikos Superfoods Athens,FT,98,29,51,8,22,16,19,11,34,45,24,5,10,4,6,27,23,117,71,25,45,2,18,15,27,5,26,31,9,6,10,6,4,23,27,65,24,16,25,33,,,35,19,17,-71,,,24,40,65,98,,,35,54,71,,,
Khimki Moscow Region, Valencia Basket,FT,75,18,36,7,25,18,25,11,22,33,12,13,13,0,3,26,24,72,70,17,30,5,22,21,31,12,28,40,14,7,17,3,0,24,26,79,18,25,16,16,,,36,21,13,-70,,,18,43,59,75,,,36,57,70,,,
Zalgiris Kaunas, Crvena Zvezda mts Belgrade,FT,78,20,33,7,16,17,18,9,23,32,17,7,21,2,1,27,24,88,76,12,28,10,27,22,28,11,12,23,15,11,13,1,2,24,27,75,15,28,10,25,,,40,17,19,-76,,,15,43,53,78,,,40,57,76,,,
Crvena Zvezda mts Belgrade, FC Barcelona Lassa,FT,90,24,44,9,31,15,16,13,24,37,16,4,6,4,2,18,22,104,82,24,40,7,19,13,15,6,30,36,22,3,13,2,4,22,18,94,24,20,18,28,,,32,25,25,-82,,,24,44,62,90,,,32,57,82,,,
AX Armani Exchange Olimpia Milan, Fenerbahce Dogus Istanbul,OT,86,15,35,11,26,23,27,10,17,27,13,5,7,1,4,18,22,86,92,27,42,10,25,8,11,12,26,38,19,2,13,4,1,22,18,104,21,17,16,26,6,,23,14,27,16,12,,21,38,54,80,86,,23,37,64,80,92,
Maccabi FOX Tel Aviv, KIROLBET Baskonia Vitoria Gasteiz,FT,74,24,45,5,21,11,19,13,29,42,17,4,9,4,1,23,18,81,68,18,37,7,23,11,14,7,24,31,15,4,11,1,4,19,23,70,19,20,17,18,,,30,23,15,-68,,,19,39,56,74,,,30,53,68,,,
Panathinaikos Superfoods Athens, Brose Bamberg,FT,93,21,35,9,16,24,37,7,20,27,14,5,11,2,3,25,28,96,83,20,38,9,19,16,20,8,19,27,14,4,11,3,2,28,25,83,22,21,26,24,,,35,21,27,-83,,,22,43,69,93,,,35,56,83,,,
Real Madrid, CSKA Moscow,FT,82,15,34,12,30,16,21,9,26,35,16,8,8,4,5,21,23,92,69,17,45,5,18,20,28,18,27,45,5,3,17,5,4,23,20,54,20,25,11,26,,,33,20,16,-69,,,20,45,56,82,,,33,53,69,,,
Khimki Moscow Region, Zalgiris Kaunas,FT,85,24,43,8,24,13,22,11,29,40,24,7,13,6,1,28,25,101,77,21,46,3,19,26,32,15,27,42,24,8,13,1,6,25,28,89,21,25,17,22,,,36,17,24,-77,,,21,46,63,85,,,36,53,77,,,
Olympiacos Piraeus, Unicaja Malaga,FT,80,19,36,7,20,21,25,6,22,28,15,7,14,1,1,28,22,76,75,23,44,4,11,17,30,12,22,34,13,8,17,1,1,22,28,78,21,16,22,21,,,33,14,28,-75,,,21,37,59,80,,,33,47,75,,,
Valencia Basket, Anadolu Efes Istanbul,FT,78,16,34,10,21,16,19,6,27,33,15,6,11,4,2,20,20,91,71,27,49,3,16,8,12,10,22,32,12,5,10,2,4,20,20,69,19,19,28,12,,,38,10,23,-71,,,19,38,66,78,,,38,48,71,,,
FC Barcelona Lassa, Zalgiris Kaunas,FT,75,23,38,6,22,11,14,11,21,32,20,3,12,2,3,21,18,80,81,27,44,5,14,12,20,7,21,28,16,6,9,3,2,18,21,92,21,18,15,21,,,45,17,19,-81,,,21,39,54,75,,,45,62,81,,,
Khimki Moscow Region, Crvena Zvezda mts Belgrade,FT,85,18,34,11,27,16,22,11,25,36,25,6,11,2,1,20,22,106,78,22,42,8,23,10,19,12,21,33,15,5,8,1,2,22,20,76,20,23,21,21,,,44,11,23,-78,,,20,43,64,85,,,44,55,78,,,
Maccabi FOX Tel Aviv, Olympiacos Piraeus,FT,68,23,47,3,15,13,14,5,31,36,9,5,9,3,1,21,18,71,69,19,39,7,28,10,12,8,31,39,14,5,9,1,3,18,21,76,18,15,12,23,,,35,16,18,-69,,,18,33,45,68,,,35,51,69,,,
Real Madrid, AX Armani Exchange Olimpia Milan,FT,100,26,42,7,18,27,32,7,19,26,23,10,10,3,6,24,27,117,90,21,36,11,20,15,22,8,22,30,17,6,17,6,3,28,24,94,30,24,27,19,,,54,20,16,-90,,,30,54,81,100,,,54,74,90,,,
KIROLBET Baskonia Vitoria Gasteiz, Valencia Basket,FT,63,19,31,5,26,10,15,11,17,28,16,9,12,2,5,24,15,54,80,11,24,12,24,22,23,7,23,30,19,7,13,5,2,15,24,109,13,26,15,9,,,50,17,13,-80,,,13,39,54,63,,,50,67,80,,,
CSKA Moscow, Panathinaikos Superfoods Athens,FT,81,22,43,8,17,13,15,8,24,32,20,11,12,5,4,20,23,104,63,15,34,9,21,6,12,10,23,33,15,6,17,4,5,24,19,57,27,16,17,21,,,33,18,12,-63,,,27,43,60,81,,,33,51,63,,,
Fenerbahce Dogus Istanbul, Anadolu Efes Istanbul,FT,81,23,39,7,19,14,19,8,28,36,21,5,12,5,3,17,18,101,70,25,49,5,17,5,9,9,21,30,17,7,10,3,5,18,17,71,15,19,28,19,,,34,18,18,-70,,,15,34,62,81,,,34,52,70,,,
Unicaja Malaga, Brose Bamberg,FT,76,20,37,6,23,18,28,11,20,31,14,4,10,1,1,23,24,72,80,17,30,7,24,25,29,11,24,35,13,4,11,1,1,24,23,86,22,13,23,18,,,39,15,26,-80,,,22,35,58,76,,,39,54,80,,,
Crvena Zvezda mts Belgrade, Maccabi FOX Tel Aviv,FT,87,18,38,13,29,12,17,15,17,32,19,9,7,2,2,19,19,99,84,24,39,9,24,9,14,15,25,40,15,3,12,2,2,19,19,95,19,20,23,25,,,49,12,23,-84,,,19,39,62,87,,,49,61,84,,,
AX Armani Exchange Olimpia Milan, FC Barcelona Lassa,FT,78,25,58,5,10,13,19,12,29,41,17,5,10,1,2,19,22,89,74,20,42,8,20,10,13,4,28,32,19,6,10,2,1,22,19,82,17,22,15,24,,,39,14,21,-74,,,17,39,54,78,,,39,53,74,,,
Olympiacos Piraeus, Khimki Moscow Region,FT,92,27,43,6,17,20,29,9,30,39,17,4,10,3,2,23,26,110,75,20,45,6,21,17,21,9,22,31,12,3,10,2,3,26,23,63,22,27,25,18,,,40,15,20,-75,,,22,49,74,92,,,40,55,75,,,
Zalgiris Kaunas, Real Madrid,FT,66,18,39,5,19,15,17,11,21,32,13,5,13,2,4,21,21,64,87,15,28,15,31,12,15,6,25,31,23,6,10,4,2,22,21,106,16,15,19,16,,,40,23,24,-87,,,16,31,50,66,,,40,63,87,,,
Anadolu Efes Istanbul, CSKA Moscow,FT,80,16,40,10,21,18,19,15,25,40,17,2,18,2,2,19,18,84,98,33,53,7,19,11,15,9,19,28,19,13,3,2,2,18,19,120,26,17,17,20,,,54,19,25,-98,,,26,43,60,80,,,54,73,98,,,
Brose Bamberg, KIROLBET Baskonia Vitoria Gasteiz,FT,78,17,35,11,29,11,12,10,24,34,17,3,11,7,3,19,17,86,72,23,42,5,19,11,11,8,26,34,13,3,12,3,7,18,19,74,17,18,25,18,,,32,19,21,-72,,,17,35,60,78,,,32,51,72,,,
Panathinaikos Superfoods Athens, Fenerbahce Dogus Istanbul,FT,70,17,34,7,23,15,20,7,20,27,12,10,9,4,4,19,24,77,68,16,37,7,13,15,17,7,28,35,12,5,14,4,4,24,19,72,19,17,17,17,,,44,11,13,-68,,,19,36,53,70,,,44,55,68,,,
Valencia Basket, Unicaja Malaga,FT,91,21,31,13,31,10,11,7,24,31,23,4,4,7,3,14,18,124,53,19,44,5,14,0,2,10,21,31,11,3,14,3,7,19,14,39,31,26,16,18,,,25,17,11,-53,,,31,57,73,91,,,25,42,53,,,
Crvena Zvezda mts Belgrade, Brose Bamberg,FT,69,18,40,7,23,12,14,15,23,38,14,3,14,4,1,26,22,69,75,21,39,5,18,18,27,12,22,34,18,10,13,1,4,22,25,84,18,16,19,16,,,43,16,16,-75,,,18,34,53,69,,,43,59,75,,,
CSKA Moscow, Zalgiris Kaunas,FT,94,21,36,11,31,19,20,13,19,32,21,4,10,5,1,25,28,112,91,19,35,12,21,17,21,6,22,28,19,3,13,1,5,28,25,92,22,29,18,25,,,36,26,29,-91,,,22,51,69,94,,,36,62,91,,,
Fenerbahce Dogus Istanbul, Valencia Basket,FT,79,26,39,7,19,6,10,10,18,28,22,7,8,1,0,16,16,100,66,14,28,9,27,11,11,13,17,30,17,4,14,0,1,16,16,70,20,18,19,22,,,30,19,17,-66,,,20,38,57,79,,,30,49,66,,,
Maccabi FOX Tel Aviv, AX Armani Exchange Olimpia Milan,FT,79,33,64,2,12,7,13,19,30,49,17,6,9,3,6,16,14,90,68,17,37,7,24,13,15,6,24,30,14,4,12,6,3,14,16,70,18,21,21,19,,,29,13,26,-68,,,18,39,60,79,,,29,42,68,,,
Real Madrid, Khimki Moscow Region,FT,80,20,45,7,25,19,21,17,25,42,14,9,19,2,3,23,24,81,86,21,39,9,24,17,18,9,25,34,19,12,17,3,2,24,23,100,23,16,20,21,,,45,21,20,-86,,,23,39,59,80,,,45,66,86,,,
Anadolu Efes Istanbul, Unicaja Malaga,FT,74,21,46,6,28,14,20,22,24,46,16,9,11,1,4,21,18,75,79,17,34,10,26,15,18,10,26,36,20,6,14,4,1,18,21,97,19,16,24,15,,,35,18,26,-79,,,19,35,59,74,,,35,53,79,,,
